Species	X12.1_HabitatBreadth	X6.1_DietBreadth	X6.2_TrophicLevel	AdultBodyMass.g	LitterSize	MidRangeLat.dd	X15.1_LitterSize	X26.1_GR_Area_km2	X26.2_GR_MaxLat_dd	X26.3_GR_MinLat_dd	X26.4_GR_MidRangeLat_dd	X26.5_GR_MaxLong_dd	X26.6_GR_MinLong_dd	X26.7_GR_MidRangeLong_dd	X27.1_HuPopDen_Min_n.km2	X27.2_HuPopDen_Mean_n.km2	X27.3_HuPopDen_5p_n.km2	X27.4_HuPopDen_Change	X28.1_Precip_Mean_mm	X28.2_Temp_Mean_01degC	X30.1_AET_Mean_mm	X30.2_PET_Mean_mm	X5.1_AdultBodyMass_g	X9.1_GestationLen_d
Cavia tschudii	2	NA	NA	-0.147790718553302	-0.217967501538285	-1.13113358870828	-0.206028638184772	-0.763863602467841	-1.27014031331883	0.216501391363074	-0.162534649474122	-0.82945416217416	-0.491702540110082	-0.695298301073759	-0.342003200951188	-0.451364047352029	-0.233034925959388	0.55330405798805	-0.099182898553843	-0.21183405382141	0.24530243978817	0.329400913883465	-0.146692928225458	-0.668335244263145
Cebus albifrons	2	5	2	-0.1473439278004	-0.816137329052033	-0.461837705797471	-0.805737369947581	-0.488062741101567	-0.992891764944965	-1.07294408051668	-1.11572541013908	-0.797738166217219	-0.503966106492009	-0.685233890369362	-0.342003200951188	-0.691347283603435	-0.377602889286046	0.329291610649274	1.61433614646944	0.867695052566237	1.41343345511077	0.743425990227519	-0.146242838761344	0.308593844688427
Cercopithecus neglectus	2	3	2	-0.146510874118231	-0.809416319754126	-0.473833738309469	-0.798999069590696	-0.510305094837986	-1.15616624467566	-1.29572318761408	-1.09864102691331	0.416191579034719	0.661847240825755	0.570473680803985	-0.342003200951188	-0.532101605931632	-0.233034925959388	0.329291610649274	0.693161780250533	0.727796399330293	1.08878165817575	0.743372488246988	-0.145403634541133	0.449853895535779
Choloepus didactylus	2	3	2	-0.146119633299303	-0.82285833834994	-0.420885732739269	-0.812475670304467	-0.364066554592168	-1.06869777339136	-1.37948813188271	-1.1540179932313	-0.630304137561198	-0.468982669760406	-0.57921290637372	-0.342003200951188	-0.752975360862422	-0.377602889286046	0.55330405798805	1.47422333610488	0.863825772615026	1.45310654382116	0.890877448572704	-0.145009505143002	1.44995045291369
Cricetomys gambianus	NA	NA	NA	-0.147711545839736	0.595274623508495	NA	0.609305704998374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.146613170969987	-0.991654693009552
Ctenodactylus gundi	NA	NA	NA	-0.148001314064838	-0.150757408559213	0.952453161737783	-0.138645634615917	-0.921888582435017	0.279376908281192	0.528392141299436	0.801849327787022	0.0770947222617521	0.476215572855104	0.294460663951872	1.09013520303191	-0.474932407647455	-0.0884669626327308	1.44935384734316	-1.36895524248264	-0.086324285404029	-1.44513567720203	-0.528690600873155	-0.146905078589621	-0.637889500357729
Cuniculus paca	2	5	1	-0.145667997834525	-0.816137329052033	-0.587589219026695	-0.805737369947581	0.958597558748437	-0.418250414204484	0.433933799890138	-0.93663394460005	-0.551014147668844	-0.744073827232906	-0.684682415810216	-0.342003200951188	-0.455822926326839	-0.377602889286046	0.55330405798805	0.969850899756503	0.711835619531551	1.06584417430917	0.670369035811572	-0.144554535197906	-0.122464583332702
Dasyprocta punctata	2	3	1	-0.147403283659524	-0.654833105902258	-0.49286192781126	-0.644018161382329	-0.580013308230449	-0.460659369978689	-0.0437046057266898	-1.07154166041728	-0.820071513370232	-0.668814256699604	-0.784912916934835	-0.342003200951188	-0.297532722721068	-0.377602889286046	1.22534140000438	0.765239043274608	0.613894470766542	0.961950865031171	0.686901147795847	-0.146302632852093	-0.210521465537256
Dinomys branickii	2	4	1	-0.144387286264098	-0.170920436452934	-0.592139438255384	-0.158860535686573	-0.666150538381668	-1.15881680441154	-0.789569056288789	-0.930153661307519	-0.900286553144663	-0.473629915968294	-0.722458423111654	-0.342003200951188	-0.73068096598837	-0.377602889286046	0.777316505326827	1.59412756805147	0.805423828351447	1.36429184880839	0.659240623860992	-0.143264367976057	1.27680950524956
Elephantulus edwardii	1	NA	NA	-0.14807196340015	-0.285177594517358	-1.73465812094985	-0.273411641753627	-0.950056275902036	-0.069966864908824	0.798400419101486	0.696986561780618	0.279944946403024	0.75943941119141	0.551585677153266	0.374066001040362	-0.33925509027108	-0.233034925959388	-0.118733284028278	-1.25427155996069	-0.238556268484455	-1.17282111125668	-0.638797676807259	-0.146976249537685	NA
Erythrocebus patas	NA	4	2	-0.145729037652756	-0.816137329052033	-0.0982338237958656	-0.805737369947581	0.11118921375392	-0.549188065157343	-1.89544454392029	-0.694506996124589	0.434296126726806	0.315369217993191	0.394829033716277	-0.342003200951188	-0.308839165835766	-0.233034925959388	0.105279163310498	-0.399785502521072	0.99961331590281	-0.258328010929257	0.841842883415461	-0.14461602568064	0.399931076404675
Eschrichtius robustus	1	3	2	7.93847560900661	-0.82285833834994	NA	-0.812475670304467	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.99927530058019	2.58033839245923
Galeopterus variegatus	1	3	1	NA	NA	NA	-0.812475670304467	-0.753946102343784	-0.816894598482013	-1.46770865829328	-0.984352394299593	1.50827903981874	1.77034455157956	1.73215483964309	0.374066001040362	1.77425354378908	0.200668964020584	0.777316505326827	2.16013616857464	0.862132962636372	1.68662385893338	1.19046178855959	-0.146659477402851	-0.699088520935283
Graphiurus murinus	2	4	2	-0.148080729457924	0.521343521231515	-0.846538058768452	0.535184401072633	0.249703002871727	-0.832267844950163	0.853649637661641	-0.567846913588763	0.500238968320614	0.71335421962985	0.641889636213272	-0.342003200951188	-0.315686729975653	-0.233034925959388	0.777316505326827	-0.498133917488501	0.437600402989528	-0.169158246506783	0.534179744368296	-0.146985080316345	-1.06812784100093
Helogale parvula	1	1	3	-0.148003261420009	0.850672976828972	-0.719131920365159	0.865361118560023	0.110630767344689	-0.8502916511542	0.275315075636788	-0.74929484577962	0.611641404119371	0.697217948074683	0.691384477896543	-0.342003200951188	-0.345147180344937	-0.233034925959388	1.22534140000438	-0.433803276191313	0.501927182178397	-0.169892056620162	0.616626296367545	-0.146907040322355	-0.759672475979394
Heterohyrax brucei	2	5	1	-0.147360506954908	-0.224688510836193	-0.275278717421221	-0.212766938541657	0.112228170797113	0.0694525771988758	-0.0918248928597287	-0.946648927870325	0.611641404119371	0.542438831317513	0.608801162664567	-0.342003200951188	-0.264409621765333	-0.377602889286046	1.0013289526656	-0.607091836125362	0.560329126441976	-0.408830098053782	0.618472114695887	-0.146259540321793	1.02442761469355
Hipposideros galeritus	1	2	2	-0.148083659369199	-0.829579347647847	-0.0792056342940751	-0.819213970661352	-0.688527132603791	-0.281481531832672	-1.52741345899538	-0.667407629628552	1.59827317834656	1.45497726030536	1.61069256799139	0.374066001040362	3.13341540271791	0.345236927347242	0.329291610649274	0.636577760680231	0.874708122477805	0.2786789642999	0.776623969147398	-0.146988031859516	NA
Hydrochoerus hydrochaeris	3	5	1	-0.133838152556293	0.850672976828972	-1.01365520134939	0.865361118560023	1.01227929437101	-1.05438475081756	1.20118504473359	-0.329843781754003	-0.527491450667446	-0.462528161138339	-0.522135289502204	-0.342003200951188	-0.5000932247196	-0.377602889286046	0.329291610649274	0.838495140039731	0.681606869912721	0.949192037575978	0.556088805396001	-0.132637348713493	0.23109558747464
Hystrix cristata	2	6	2	-0.144119075083164	-0.332224659602709	0.252960369400224	-0.320579744251825	1.56690771772797	0.763369116054308	-1.20304707906157	-0.194346949273818	0.611641404119371	0.315369217993191	0.487338891012864	-0.342003200951188	-0.169021460839923	-0.377602889286046	0.105279163310498	-0.547644934612515	0.765159133859166	-0.468221374649478	0.617321822114456	-0.142994176558907	-0.502267550233602
Lasiurus borealis	1	1	3	-0.14808302011583	0.601995632806402	1.07737736237997	0.616044005355259	-0.567183317009013	0.930354379415242	-0.027664510015677	0.979762560000135	-0.873327956581263	-0.664037920319274	-0.810142878015722	-0.342003200951188	0.446144592006249	0.200668964020584	-1.23879552072216	-0.161661086829385	-0.739507107167701	-0.187787554869004	-1.09070215536771	-0.14698738788646	-0.450807067268892
Lepus americanus	NA	3	1	-0.147622494294012	0.884278023318508	1.72433580544085	0.89905262034445	0.509320407631628	2.03033666980869	0.910681089078576	1.90114102086539	-0.763247020614045	-1.62859968880099	-1.26786676210614	-0.342003200951188	-0.661727587556479	-0.377602889286046	-1.23879552072216	-0.819787123974443	-2.3405426019794	-1.20984301504133	-2.24013870510935	-0.146523461945722	-0.939169100822437
Macroglossus sobrinus	1	1	1	-0.148080217463328	-0.82285833834994	-0.0303941916590473	-0.812475670304467	-0.662556609478802	-0.111315596788674	-1.45166856258226	-0.597891863399587	1.4748450940808	1.67765780776668	1.66515068070697	1.09013520303191	2.02076585282503	0.778940817327215	-0.118733284028278	1.406861408045	0.672659160025547	0.969430993928835	0.803321457432684	-0.146984564541629	NA
Macrotus californicus	1	2	2	-0.148083168091147	-0.82285833834994	0.80312323977808	-0.812475670304467	-0.873841249500796	0.337159110523546	-0.213016727120715	0.589178212459427	-1.48187862900508	-0.971917981591876	-1.29199377406874	-0.342003200951188	-0.455663680649167	-0.377602889286046	1.0013289526656	-1.28037430708389	-0.0148635213051156	-1.1006710072058	-0.199385910700945	-0.146987536954297	1.25169432930065
Megaderma lyra	1	2	3	-0.148075047205754	-0.82285833834994	0.317077094895388	-0.812475670304467	0.0392086983288423	0.237498064454164	-2.13782821244226	-0.103033866515432	1.5135650391449	1.41031206064066	1.54272332857676	-0.342003200951188	3.32466946160175	0.634372854000557	-0.342745731367054	0.26221384548743	0.293469724806947	0.00757163434752706	0.185614341204698	-0.146979356111407	0.244934561977102
Mellivora capensis	1	6	2	-0.145423116442058	0.0844779168675421	-0.257077840506464	0.0971948778750759	3.36679512800941	0.679611428400253	0.853649637661641	-0.920727794700202	1.09187444290073	0.315369217993191	0.737846209504516	-0.342003200951188	0.0399088682654811	-0.377602889286046	0.55330405798805	-0.52204740194976	0.672659160025547	-0.443721585380229	0.487847029227901	-0.144307845815927	0.54611165151957
Meriones unguiculatus	NA	NA	NA	-0.148069578038041	1.87226639011088	1.43849930662047	1.88958277280662	-0.668839345242052	1.15300139722982	1.15306475760055	1.49406140676188	1.59206212913833	1.72116119587941	1.74966415689595	-0.342003200951188	-0.578282852456455	-0.377602889286046	-1.46280796806094	-1.28222676010554	-2.14695768942041	-1.37265417503543	-1.91968859271512	-0.146973846564154	-1.05685163955448
Microgale talazaci	2	1	3	-0.148073922593346	0.00382580529265474	-1.15967587296096	0.0163352735924498	-0.95743243781954	-0.945711801646162	-0.206778912121988	-0.121885599730067	0.598162105837671	1.1450317562737	0.923555267296622	5.38655041498122	-0.148319522742589	1.06807674398053	1.89737874202071	1.21690077091612	0.240025295480857	1.07715905283159	0.813647339675289	-0.146978223195846	-0.691400201767248
Micronycteris hirsuta	1	2	2	-0.148082854383475	-0.829579347647847	-0.401857543237479	-0.819213970661352	-0.205920089761442	-0.850821763101377	-1.09433087479803	-1.12691862673527	-0.797341716267757	-0.590198341682826	-0.73114414741819	-0.342003200951188	-0.557421668681449	-0.377602889286046	0.329291610649274	1.28982005804095	0.851250612773593	1.39778672979002	0.899464516448031	-0.146987220930483	NA
Monodon monoceros	1	2	3	0.12955244535648	-0.82285833834994	NA	-0.812475670304467	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.132697894456888	3.2070901710374
Mormoops blainvillei	1	1	3	-0.148084097376137	NA	0.415527292752478	NA	-0.940890959797893	-0.376371570377457	-0.681743968453646	0.0371758992684116	-0.934513398781529	-0.55495672460634	-0.783809967816545	1.09013520303191	1.89703196127404	2.94746026722708	-1.23879552072216	0.162349787138653	0.786561088589298	1.16469549796945	0.974581297114446	-0.146988473100313	NA
Mungos mungo	1	1	3	-0.147713771388502	0.306271223698482	-0.772907238522394	0.319558789652297	1.50640397625399	-0.676945044427136	0.798400419101486	-0.672709679595167	0.611641404119371	0.315369217993191	0.487338891012864	-0.342003200951188	-0.302628584406566	-0.233034925959388	0.777316505326827	-0.309352114100678	0.696721244722136	-0.0985231052706112	0.69877858747387	-0.146615412950254	-0.689657516089161
Murina aurata	1	NA	NA	NA	NA	NA	NA	-0.862461770114288	0.154800600694464	-0.147074111419884	0.509647462960188	1.32763001284733	1.61156363947671	1.55306347656073	0.374066001040362	0.877700378496833	-0.0884669626327308	-0.342745731367054	1.01380455781558	-0.873964585472256	0.237774968302546	-0.337260514530967	NA	NA
Myocastor coypus	3	6	2	-0.146203964432416	2.09405969694182	-1.89267482507341	2.11194668458384	-0.325601385692546	-0.769184523236032	2.65548705586542	0.922029127030317	-0.71593732664494	-0.423155658543729	-0.599341727782515	-0.342003200951188	-0.526050270180104	-0.377602889286046	-0.342745731367054	-0.454685473889877	-0.44689281085743	-0.384424993960453	-0.808452457073072	-0.145094458903269	0.0376574772068944
Myotis myotis	1	1	3	-0.148079095810425	-0.486807873454576	1.53446756671646	-0.475560652460192	-0.390549277003345	1.5150678571521	0.958801376211615	1.63073647256798	0.383682683178854	0.419157716636031	0.42391931671118	1.80620440502346	1.32167732784582	1.79091656061382	-2.02015093703981	-0.655424019508328	-1.08713772778424	-0.863389956350771	-1.66718599559607	-0.146983434607425	-0.565721811100446
Noctilio leporinus	NA	NA	NA	-0.148077811384674	NA	-0.584279968678557	NA	1.36561418115411	-0.217868098171365	0.757409063395564	-0.941346877903709	-0.527491450667446	-0.868258573121478	-0.738726922606434	-0.342003200951188	-0.334318474263254	-0.377602889286046	0.329291610649274	0.768943949317901	0.649322565319811	0.91484499001107	0.611918122080761	-0.1469821406986	NA
Ondatra zibethicus	3	5	2	-0.14779329036431	2.9073018219886	1.58617460340611	2.92728102776698	1.31560701760178	2.02344521449538	0.326999828483385	1.70437605543765	-0.763247020614045	-1.62859968880099	-1.26786676210614	-0.342003200951188	-0.538630678716176	-0.377602889286046	-1.23879552072216	-0.755793292317554	-1.81758523357364	-0.981178315195005	-1.82707666441486	-0.146695519024464	-1.02845611409388
Onychomys torridus	2	1	3	-0.148080252977404	0.722973800168733	0.959898975021092	0.737333411779198	-0.852410801485572	0.62819056952403	-0.0249911607305084	0.812453427720254	-1.49152557777531	-1.0169704517739	-1.32108405706364	-0.342003200951188	-0.371581962838456	-0.377602889286046	1.22534140000438	-1.25966051420548	-0.381840541677708	-1.25022624257112	-0.390628740111272	-0.14698460031791	-1.02322805705961
Orycteropus afer	2	1	3	-0.131461583140843	-0.755648245370867	-0.662874664446822	-0.745092666735611	1.84032039256966	-0.361528435856485	0.853649637661641	-0.829414711941816	0.611641404119371	0.315369217993191	0.487338891012864	-0.342003200951188	-0.326196944701992	-0.233034925959388	0.55330405798805	-0.366946562591879	0.651015375298465	-0.162956367484036	0.649690520336096	-0.130243232793043	0.962203484893592
Paradoxurus hermaphroditus	1	6	2	-0.147139627158845	0.716252790870826	0.073433538013766	0.730595111422313	0.130918179676286	0.14472847369809	-1.46770865829328	-0.450023580997298	1.60527712745372	1.47511532720621	1.62503090652916	-0.342003200951188	2.87559665056726	0.634372854000557	0.105279163310498	0.939706436949706	0.624655905630846	0.53705113809106	0.588243495695513	-0.146037029742964	-0.685967122888504
Pedetes capensis	2	3	1	-0.147332217033819	-0.836300356945755	-1.29370051206053	-0.825952271018238	-0.351769199100582	-1.19115363318937	0.784142556247252	0.0689881990681072	0.401919380854095	0.698508849799096	0.582743989744963	-0.342003200951188	-0.61140595341219	-0.377602889286046	1.0013289526656	-0.648182612241891	0.25284228531924	-0.502544750920406	0.240132859366433	-0.146231041532729	-0.514261328135736
Perognathus longimembris	NA	1	1	-0.14808428086553	1.49588986942807	1.05173067218191	1.51223795282103	-0.891533774653802	0.676430756717188	0.287790705634243	0.943237326896781	-1.52839542307526	-1.03091219039757	-1.34769270454239	-0.342003200951188	-0.00436143012727992	-0.377602889286046	0.55330405798805	-1.28744730953018	-0.799118201416033	-1.41334512938696	-0.678629901313061	-0.146988657944431	-1.08094170628099
Petromus typicus	1	3	1	-0.148020376245164	-0.486807873454576	-1.33796173546687	-0.475560652460192	-0.905743126010747	-0.824846277689677	0.359080019905411	0.132023682004541	0.244925200867234	0.699670661351068	0.501401492271063	-0.342003200951188	-0.804730206105758	-0.377602889286046	-0.56675817870583	-1.38057517507297	-0.155487664531911	-1.3549717184324	-0.197941357226591	-0.146924281508374	NA
Phocoena phocoena	1	2	3	-0.132480917030472	-0.836300356945755	NA	-0.825952271018238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.131270092550453	2.10243247297421
Pipistrellus pipistrellus	1	1	3	-0.148085100648786	-0.574180994327371	1.36900504930959	-0.563158557099703	0.461630299178713	1.6544872992598	0.0115446128334654	1.39508980738505	1.22679957570088	0.406506879736779	0.856964714279853	-0.342003200951188	0.778968058340315	0.345236927347242	-1.46280796806094	-0.82736534088118	-1.19692854639983	-1.05294967854221	-1.53067569226961	-0.146989483780248	-0.863003485597776
Pithecia pithecia	1	2	1	-0.147593263249907	-0.816137329052033	-0.307130252022044	-0.805737369947581	-0.810593049910653	-1.13602199068291	-1.98099172104569	-0.992010910918039	-0.726905775246716	-0.25495116385266	-0.515241857512891	-0.342003200951188	-0.7802063717443	-0.377602889286046	0.105279163310498	1.00807879393049	0.88595321733601	1.4159899548606	1.11585327670823	-0.146494015085215	0.337706946604717
Procavia capensis	2	5	1	-0.147212880859734	0.185293056336151	-0.424608639380924	0.198269383228358	2.79004423723297	0.249690639239248	0.853649637661641	-1.15932004319792	0.694763743523188	0.315369217993191	0.530767512545539	-0.342003200951188	-0.327630155801038	-0.377602889286046	0.55330405798805	-0.553875912958054	0.66975720006214	-0.463013689973889	0.540920993915282	-0.146110824284958	1.05641102243257
Rousettus aegyptiacus	1	3	1	-0.14804701180221	-0.775811273264589	-0.375797196745896	-0.765307567806268	-0.0248423490715689	0.374797058773153	0.853649637661641	-1.08980427696895	0.815548828125874	0.315369217993191	0.593773480927864	-0.342003200951188	0.36938817536844	-0.233034925959388	0.777316505326827	-0.191131930355583	0.548116711595969	-0.0972211841017137	0.480410253934004	-0.146951113719022	-0.0491692739307743
Saguinus imperator	1	2	2	-0.147965947964094	NA	-0.809722648645423	NA	-0.942596524812721	-1.24363471595995	-1.21374047620224	-0.620278296591965	-0.963322095109084	-0.411537543024008	-0.722320554471868	-0.342003200951188	-0.811259278890302	-0.377602889286046	-0.56675817870583	1.94777769036586	0.827914018067857	1.49012844760581	0.773387099325235	-0.146869451376594	NA
Scalopus aquaticus	2	4	2	-0.148060877089406	1.11951334874526	1.04056195225694	1.13489313283544	-0.432473084737819	0.846596691761186	-0.0454868385834693	0.927331176996933	-0.991866491470332	-0.818558856731561	-0.954491343871947	-0.342003200951188	0.133067589703485	-0.233034925959388	-1.23879552072216	-0.305647208057385	-0.461281695675993	-0.112536511306742	-0.822362972011297	-0.146965081375342	-0.883608180968108
Semnopithecus entellus	NA	2	1	-0.144334225274956	-0.809416319754126	0.543760743742805	-0.798999069590696	-0.735958892531456	-0.0180158940854226	-0.732537604871854	0.219802064785183	1.0942531425975	1.43251557030057	1.33578250025757	4.67048121298967	2.63927606490231	6.41709138706686	0.105279163310498	-0.30834168517978	0.883655832364979	-0.513196833211384	0.412088224795106	-0.14321091523109	0.712589389238074
Spilogale gracilis	NA	NA	NA	NA	NA	1.08565048825032	NA	-0.37487806646989	1.12914635960683	-0.326188513526194	0.991544893259282	-1.35924344463824	-1.08874458765129	-1.2903393503913	-0.342003200951188	-0.465059175631804	-0.377602889286046	0.105279163310498	-1.06094282642882	-0.765141086844469	-1.06880944550878	-0.733897447202239	NA	NA
Suricata suricatta	1	1	3	-0.147870628183946	1.09935032085154	-1.45254452877113	1.11467823176479	-0.704083060634536	-0.76971463518321	0.759191296252344	0.295208997643721	0.340205338721213	0.692828882211677	0.547449617959677	-0.342003200951188	-0.6706453455061	-0.377602889286046	-0.118733284028278	-1.1885936801023	-0.0618994557120144	-1.09858793333556	-0.117822141380468	-0.146773427838757	-0.524717442204262
Tadarida brasiliensis	1	1	3	-0.148082937249653	-0.74892723607296	-0.377038165626448	-0.738354366378726	1.2075106525055	0.737393630642608	1.46762885682208	-1.09157162695783	-0.565550645815776	-1.06615380747406	-0.864325253451726	-0.342003200951188	-0.104686207060515	-0.377602889286046	-0.342745731367054	-0.260177906616964	-0.133722964806354	-0.0824739679522045	-0.10610520764404	-0.146987304408472	-0.391555754213907
Tamandua tetradactyla	2	1	3	-0.146666106144695	-0.82285833834994	-0.844056121007349	-0.812475670304467	0.981905163670306	-0.958964600325601	0.63087053056424	-0.571381613566507	-0.527491450667446	-0.467949948380875	-0.525030530937716	-0.342003200951188	-0.49213094083601	-0.377602889286046	0.329291610649274	0.859040528097995	0.710989214542223	0.974733363780344	0.595546516038081	-0.145560012664786	0.326123212391545
Thryonomys swinderianus	1	2	1	-0.146976602752192	1.11279233944736	-0.784489614740875	1.12815483247856	1.05509783125568	-0.724125007725939	0.768993576964629	-0.656214413032362	0.471958871925674	0.324921890753851	0.419645388877805	-0.342003200951188	-0.251032984840902	-0.233034925959388	1.0013289526656	0.110144292892244	0.701436929662673	0.334519546798603	0.678929352696633	-0.145872801707018	-0.0248741853597856
Tonatia saurophila	NA	NA	NA	NA	NA	-0.408062387640237	NA	0.188311409896858	-0.665812693536407	-0.757488864866763	-1.13575537667963	-0.560661096439081	-0.640801689279832	-0.634636099567801	-0.342003200951188	-0.578442098134127	-0.377602889286046	0.55330405798805	1.09901739681133	0.79708069345665	1.19047353711361	0.829002408087869	NA	NA
Tupaia tana	NA	4	2	-0.148032708508077	0.192014065634058	-0.398961949182859	0.205007683585244	-0.790418909811934	-1.21553878275954	-1.72078572395592	-1.12279481009457	1.50827903981874	1.77034455157956	1.73215483964309	0.374066001040362	-0.00579464122632619	0.200668964020584	1.44935384734316	2.54797246937942	0.809051278305707	1.93630866783389	1.21619624119531	-0.146936704821904	NA
Uropsilus gracilis	NA	NA	NA	NA	NA	0.778303862167048	NA	-0.89412434653633	0.221064594091659	-0.123905084281754	0.553831212681987	1.3890797550139	1.80016438141351	1.68596884531469	0.374066001040362	1.26116397033053	0.200668964020584	-0.790770626044607	0.196872775269344	-1.15908215187706	-0.00210992489027277	-0.745239867074946	NA	NA
Vulpes lagopus	1	1	3	-0.147025872613715	3.6466128447584	2.27946255134091	3.66849406702439	1.67704718758352	2.82709492641657	1.96398070743509	2.69173558255413	2.31082588751251	-1.78182972348886	0.253927283854709	-0.342003200951188	-0.78546147910747	-0.377602889286046	-3.25490754677114	-1.1306624219708	-3.28053580012653	-1.56604864685162	-2.84776069800712	-0.145922435334002	-0.770846166503604
Xerus inauris	2	4	1	-0.147917207854206	-0.110431352771769	-1.42524321339899	-0.0982158324746036	-0.741397533303274	-0.7675941873945	0.637999461991357	0.256327297888537	0.32395089079328	0.713741490147174	0.550069122115617	-0.342003200951188	-0.66968987144007	-0.377602889286046	-0.342745731367054	-1.08603514463113	0.106414222165629	-0.971970181836804	0.155465975175122	-0.146820351412466	-0.829277392180665
